brand,model,exact_url,best_url,status,matched_file,note
FORD,Ranger DC Base 2.0L (4x4) M/T,/cars/Ranger DC Base 2.0L (4x4) MT.jpg,/cars/Ranger DC Base 2.0L (4x4) MT.jpg,OK_EXACT,Ranger DC Base 2.0L (4x4) MT.jpg,
FORD,Ranger DC Raptor 2.0L (4x4) A/T,/cars/Ranger DC Raptor 2.0L (4x4) AT.jpg,/cars/Ranger DC Raptor 2.0L (4x4) AT.jpg,OK_EXACT,Ranger DC Raptor 2.0L (4x4) AT.jpg,
FORD,Ranger DC Raptor 3.0L (4x4) A/T,/cars/Ranger DC Raptor 3.0L (4x4) AT.jpg,/cars/Ranger DC Raptor 3.0L (4x4) AT.jpg,OK_EXACT,Ranger DC Raptor 3.0L (4x4) AT.jpg,
FORD,Ranger DC XL 2.0L (4x4) M/T,/cars/Ranger DC XL 2.0L (4x4) MT.jpg,/cars/Ranger DC XL 2.0L (4x4) MT.jpg,OK_EXACT,Ranger DC XL 2.0L (4x4) MT.jpg,
FORD,Ranger DC Wildtrak 2.0L (4x4) A/T MY22,/cars/Ranger DC Wildtrak 2.0L (4x4) AT MY22.jpg,/cars/Ranger DC Wildtrak 2.0L (4x4) AT MY22.jpg,OK_EXACT,Ranger DC Wildtrak 2.0L (4x4) AT MY22.jpg,
FORD,Ranger DC XLT 2.2L (4x4) A/T MY22,/cars/Ranger DC XLT 2.2L (4x4) AT MY22.jpg,/cars/Ranger DC XLT 2.2L (4x4) AT MY22.jpg,OK_EXACT,Ranger DC XLT 2.2L (4x4) AT MY22.jpg,
FORD,Ranger DC XL 2.2L (4x4) M/T MY22,/cars/Ranger DC XL 2.2L (4x4) MT MY22.jpg,/cars/Ranger DC XL 2.2L (4x4) MT MY22.jpg,OK_EXACT,Ranger DC XL 2.2L (4x4) MT MY22.jpg,
GEELY,EX5 PRO,/cars/EX5 PRO.jpg,/cars/EX5 PRO.jpg,OK_EXACT,EX5 PRO.jpg,
GEELY,EX5 MAX,/cars/EX5 MAX.jpg,/cars/EX5 MAX.jpg,OK_EXACT,EX5 MAX.jpg,
GWM,HAVAL H6 Hev 1.5T DHT (4x2) A/T,/cars/HAVAL H6 Hev 1.5T DHT (4x2) AT.jpg,/cars/HAVAL H6 Hev 1.5T DHT (4x2) AT.jpg,OK_EXACT,HAVAL H6 Hev 1.5T DHT (4x2) AT.jpg,
GWM,HAVAL Jolion Hev 1.5T DHT (4x2) A/T,/cars/HAVAL Jolion Hev 1.5T DHT (4x2) AT.jpg,/cars/HAVAL Jolion Hev 1.5T DHT (4x2) AT.jpg,OK_EXACT,HAVAL Jolion Hev 1.5T DHT (4x2) AT.jpg,
GWM,ORA 03 400 PRO (4X2) A/T,/cars/ORA 03 400 PRO (4X2) AT.png,/cars/ORA 03 400 PRO (4X2) AT.png,OK_EXACT,ORA 03 400 PRO (4X2) AT.png,
GWM,ORA 07 PERFORMANCE AWD,/cars/ORA 07 PERFORMANCE AWD.jpeg,/cars/ORA 07 PERFORMANCE AWD.jpeg,OK_EXACT,ORA 07 PERFORMANCE AWD.jpeg,
GWM,TANK 5000 Hev 2.0T (4X4) A/T,/cars/TANK 5000 Hev 2.0T (4X4) AT.jpg,/cars/TANK 5000 Hev 2.0T (4X4) AT.jpg,OK_EXACT,TANK 5000 Hev 2.0T (4X4) AT.jpg,
GWM,TANK 3000 Hev 2.0T (4X4) A/T,/cars/TANK 3000 Hev 2.0T (4X4) AT.jpg,/cars/TANK 3000 Hev 2.0T (4X4) AT.jpg,OK_EXACT,TANK 3000 Hev 2.0T (4X4) AT.jpg,
GWM,GWM TANK 3000DIESEL 2.4T (4X4) A/T,/cars/GWM TANK 3000DIESEL 2.4T (4X4) AT.jpg,/cars/GWM TANK 3000DIESEL 2.4T (4X4) AT.jpg,OK_EXACT,GWM TANK 3000DIESEL 2.4T (4X4) AT.jpg,
HONDA,All New City,/cars/All New City.jpg,/cars/All New City.jpg,OK_EXACT,All New City.jpg,
HONDA,All New Civic,/cars/All New Civic.jpg,/cars/All New Civic.jpg,OK_EXACT,All New Civic.jpg,
HONDA,New Civic,/cars/New Civic.jpg,/cars/New Civic.jpg,OK_EXACT,New Civic.jpg,
HONDA,Civic Type R,/cars/Civic Type R.jpg,/cars/Civic Type R.jpg,OK_EXACT,Civic Type R.jpg,
HONDA,Brio RS,/cars/Brio RS.jpg,/cars/Brio RS.jpg,OK_EXACT,Brio RS.jpg,
HONDA,All New CRV 1.5 T,/cars/All New CRV 1.5 T.jpg,/cars/All New CRV 1.5 T.jpg,OK_EXACT,All New CRV 1.5 T.jpg,
HONDA,All New Veloz 1.5 2021,,/cars/default.jpg,MISS,,
HONDA,New HRV E,/cars/New HRV E.jpg,/cars/New HRV E.jpg,OK_EXACT,New HRV E.jpg,
HONDA,New HRV SE,/cars/New HRV SE.jpg,/cars/New HRV SE.jpg,OK_EXACT,New HRV SE.jpg,
HONDA,New HRV RS,/cars/New HRV RS.jpg,/cars/New HRV RS.jpg,OK_EXACT,New HRV RS.jpg,
HONDA,New HR-V E,/cars/New HR-V E.jpg,/cars/New HR-V E.jpg,OK_EXACT,New HR-V E.jpg,
HONDA,New HR-V E+,/cars/New HR-V E+.jpg,/cars/New HR-V E+.jpg,OK_EXACT,New HR-V E+.jpg,
HONDA,New HR-V e:HEV,/cars/New HR-V eHEV.jpg,/cars/New HR-V eHEV.jpg,OK_EXACT,New HR-V eHEV.jpg,
HONDA,New HR-V RS e:HEV,/cars/New HR-V RS eHEV.jpg,/cars/New HR-V RS eHEV.jpg,OK_EXACT,New HR-V RS eHEV.jpg,
HONDA,CITY HB RS,/cars/CITY HB RS.jpg,/cars/CITY HB RS.jpg,OK_EXACT,CITY HB RS.jpg,
HONDA,NEW CITY HB RS0HS,/cars/NEW CITY HB RS0HS.jpg,/cars/NEW CITY HB RS0HS.jpg,OK_EXACT,NEW CITY HB RS0HS.jpg,
HONDA,WRV E,/cars/WRV E.jpg,/cars/WRV E.jpg,OK_EXACT,WRV E.jpg,
HONDA,WRV RS,/cars/WRV RS.jpg,/cars/WRV RS.jpg,OK_EXACT,WRV RS.jpg,
HONDA,WRV RS 0 HS,/cars/WRV RS 0 HS.jpg,/cars/WRV RS 0 HS.jpg,OK_EXACT,WRV RS 0 HS.jpg,
HONDA,BRV S,/cars/BRV S.png,/cars/BRV S.png,OK_EXACT,BRV S.png,
HONDA,BRV E,/cars/BRV E.png,/cars/BRV E.png,OK_EXACT,BRV E.png,
HONDA,BRV E Prestige,/cars/BRV E Prestige.png,/cars/BRV E Prestige.png,OK_EXACT,BRV E Prestige.png,
HONDA,BRV Prestige0HS,/cars/BRV Prestige0HS.png,/cars/BRV Prestige0HS.png,OK_EXACT,BRV Prestige0HS.png,
HONDA,BR-V S (Taxi),/cars/BR-V S (Taxi).jpg,/cars/BR-V S (Taxi).jpg,OK_EXACT,BR-V S (Taxi).jpg,
HONDA,All New CRV 2.0 e:HEV,/cars/All New CRV 2.0 eHEV.jpg,/cars/All New CRV 2.0 eHEV.jpg,OK_EXACT,All New CRV 2.0 eHEV.jpg,
HONDA,STEP WGN RS e:HEV,/cars/STEP WGN RS eHEV.jpg,/cars/STEP WGN RS eHEV.jpg,OK_EXACT,STEP WGN RS eHEV.jpg,
HONDA,Brio SATYA S,/cars/Brio SATYA S.jpg,/cars/Brio SATYA S.jpg,OK_EXACT,Brio SATYA S.jpg,
HONDA,Brio SATYA E,/cars/Brio SATYA E.jpg,/cars/Brio SATYA E.jpg,OK_EXACT,Brio SATYA E.jpg,
HYUNDAI (HMID),Palisade 2.2 CRDi AWD,/cars/Palisade 2.2 CRDi AWD.jpg,/cars/Palisade 2.2 CRDi AWD.jpg,OK_EXACT,Palisade 2.2 CRDi AWD.jpg,
HYUNDAI (HMID),All New Palisade Hybrid Calligraphy AWD,/cars/All New Palisade Hybrid Calligraphy AWD.jpg,/cars/All New Palisade Hybrid Calligraphy AWD.jpg,OK_EXACT,All New Palisade Hybrid Calligraphy AWD.jpg,
HYUNDAI (HMID),Genesis GV80 2.5T AWD,/cars/Genesis GV80 2.5T AWD.jpg,/cars/Genesis GV80 2.5T AWD.jpg,OK_EXACT,Genesis GV80 2.5T AWD.jpg,
HYUNDAI (HMID),GV70,/cars/GV70.jpg,/cars/GV70.jpg,OK_EXACT,GV70.jpg,
HYUNDAI 0 HMID,Venue,/cars/Venue.jpg,/cars/Venue.jpg,OK_EXACT,Venue.jpg,
HYUNDAI 0 HMID,Creta Prime 1.5 IVT,/cars/Creta Prime 1.5 IVT.jpg,/cars/Creta Prime 1.5 IVT.jpg,OK_EXACT,Creta Prime 1.5 IVT.jpg,
HYUNDAI 0 HMID,Creta Prime 1.5 IVT Two Tone,/cars/Creta Prime 1.5 IVT Two Tone.jpg,/cars/Creta Prime 1.5 IVT Two Tone.jpg,OK_EXACT,Creta Prime 1.5 IVT Two Tone.jpg,
HYUNDAI 0 HMID,Creta Prime 1.5 IVT Alpha,/cars/Creta Prime 1.5 IVT Alpha.jpg,/cars/Creta Prime 1.5 IVT Alpha.jpg,OK_EXACT,Creta Prime 1.5 IVT Alpha.jpg,
HYUNDAI 0 HMID,Creta FL Active 1.5 MT,,/cars/default.jpg,MISS,,
HYUNDAI 0 HMID,Creta FL Trend 1.5 MT,,/cars/default.jpg,MISS,,
HYUNDAI 0 HMID,Creta FL Trend 1.5 IVT,,/cars/default.jpg,MISS,,
HYUNDAI 0 HMID,Creta FL Style 1.5 IVT,/cars/Creta FL Style 1.5 IVT.jpg,/cars/Creta FL Style 1.5 IVT.jpg,OK_EXACT,Creta FL Style 1.5 IVT.jpg,
HYUNDAI 0 HMID,Creta FL Prime 1.5 IVT,/cars/Creta FL Prime 1.5 IVT.jpg,/cars/Creta FL Prime 1.5 IVT.jpg,OK_EXACT,Creta FL Prime 1.5 IVT.jpg,
HYUNDAI 0 HMID,Creta FL Prime 1.5 IVT Two Tone,/cars/Creta FL Prime 1.5 IVT Two Tone.jpg,/cars/Creta FL Prime 1.5 IVT Two Tone.jpg,OK_EXACT,Creta FL Prime 1.5 IVT Two Tone.jpg,
HYUNDAI 0 HMID,Creta FL N Line 1.5 IVT,/cars/Creta FL N Line 1.5 IVT.webp,/cars/Creta FL N Line 1.5 IVT.webp,OK_EXACT,Creta FL N Line 1.5 IVT.webp,
HYUNDAI 0 HMID,Creta FL N Line 1.5 IVT Two Tone,/cars/Creta FL N Line 1.5 IVT Two Tone.webp,/cars/Creta FL N Line 1.5 IVT Two Tone.webp,OK_EXACT,Creta FL N Line 1.5 IVT Two Tone.webp,
HYUNDAI 0 HMID,Creta FL N Line 1.5T IVT,/cars/Creta FL N Line 1.5T IVT.webp,/cars/Creta FL N Line 1.5T IVT.webp,OK_EXACT,Creta FL N Line 1.5T IVT.webp,
HYUNDAI 0 HMID,Creta FL N Line 1.5T IVT Two Tone,/cars/Creta FL N Line 1.5T IVT Two Tone.webp,/cars/Creta FL N Line 1.5T IVT Two Tone.webp,OK_EXACT,Creta FL N Line 1.5T IVT Two Tone.webp,
HYUNDAI 0 HMID,Stargazer Active MT,/cars/Stargazer Active MT.jpg,/cars/Stargazer Active MT.jpg,OK_EXACT,Stargazer Active MT.jpg,
HYUNDAI 0 HMID,Stargazer Active IVT,/cars/Stargazer Active IVT.jpg,/cars/Stargazer Active IVT.jpg,OK_EXACT,Stargazer Active IVT.jpg,
HYUNDAI 0 HMID,Stargazer Trend IVT 6 Seat,/cars/Stargazer Trend IVT 6 Seat.jpg,/cars/Stargazer Trend IVT 6 Seat.jpg,OK_EXACT,Stargazer Trend IVT 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Essential Tech 7 Seat,/cars/Stargazer Essential Tech 7 Seat.jpg,/cars/Stargazer Essential Tech 7 Seat.jpg,OK_EXACT,Stargazer Essential Tech 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Essential Tech 6 Seat,/cars/Stargazer Essential Tech 6 Seat.jpg,/cars/Stargazer Essential Tech 6 Seat.jpg,OK_EXACT,Stargazer Essential Tech 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Prime 7 Seat,/cars/Stargazer Prime 7 Seat.jpg,/cars/Stargazer Prime 7 Seat.jpg,OK_EXACT,Stargazer Prime 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Prime 6 Seat,/cars/Stargazer Prime 6 Seat.jpg,/cars/Stargazer Prime 6 Seat.jpg,OK_EXACT,Stargazer Prime 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Prime 7 Seat Two Tone,/cars/Stargazer Prime 7 Seat Two Tone.jpg,/cars/Stargazer Prime 7 Seat Two Tone.jpg,OK_EXACT,Stargazer Prime 7 Seat Two Tone.jpg,
HYUNDAI 0 HMID,Stargazer Prime 6 Seat Two Tone,/cars/Stargazer Prime 6 Seat Two Tone.jpg,/cars/Stargazer Prime 6 Seat Two Tone.jpg,OK_EXACT,Stargazer Prime 6 Seat Two Tone.jpg,
HYUNDAI 0 HMID,Stargazer Essential MT 7 Seat,/cars/Stargazer Essential MT 7 Seat.jpg,/cars/Stargazer Essential MT 7 Seat.jpg,OK_EXACT,Stargazer Essential MT 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Essential MT 6 Seat,/cars/Stargazer Essential MT 6 Seat.jpg,/cars/Stargazer Essential MT 6 Seat.jpg,OK_EXACT,Stargazer Essential MT 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Essential IVT 7 Seat,/cars/Stargazer Essential IVT 7 Seat.jpg,/cars/Stargazer Essential IVT 7 Seat.jpg,OK_EXACT,Stargazer Essential IVT 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Essential IVT 6 Seat,/cars/Stargazer Essential IVT 6 Seat.jpg,/cars/Stargazer Essential IVT 6 Seat.jpg,OK_EXACT,Stargazer Essential IVT 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz Trend MT,/cars/Stargazer Cartenz Trend MT.jpg,/cars/Stargazer Cartenz Trend MT.jpg,OK_EXACT,Stargazer Cartenz Trend MT.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz Trend IVT,/cars/Stargazer Cartenz Trend IVT.jpg,/cars/Stargazer Cartenz Trend IVT.jpg,OK_EXACT,Stargazer Cartenz Trend IVT.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz Style MT 7 Seat,/cars/Stargazer Cartenz Style MT 7 Seat.jpg,/cars/Stargazer Cartenz Style MT 7 Seat.jpg,OK_EXACT,Stargazer Cartenz Style MT 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz Style MT 6 Seat,/cars/Stargazer Cartenz Style MT 6 Seat.jpg,/cars/Stargazer Cartenz Style MT 6 Seat.jpg,OK_EXACT,Stargazer Cartenz Style MT 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz Style IVT 7 Seat,/cars/Stargazer Cartenz Style IVT 7 Seat.jpg,/cars/Stargazer Cartenz Style IVT 7 Seat.jpg,OK_EXACT,Stargazer Cartenz Style IVT 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz Style IVT 6 Seat,/cars/Stargazer Cartenz Style IVT 6 Seat.jpg,/cars/Stargazer Cartenz Style IVT 6 Seat.jpg,OK_EXACT,Stargazer Cartenz Style IVT 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz Smart HSS 7 Seat,/cars/Stargazer Cartenz Smart HSS 7 Seat.jpg,/cars/Stargazer Cartenz Smart HSS 7 Seat.jpg,OK_EXACT,Stargazer Cartenz Smart HSS 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz Smart HSS 6 Seat,/cars/Stargazer Cartenz Smart HSS 6 Seat.jpg,/cars/Stargazer Cartenz Smart HSS 6 Seat.jpg,OK_EXACT,Stargazer Cartenz Smart HSS 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer X Style 7 Seat,/cars/Stargazer X Style 7 Seat.jpg,/cars/Stargazer X Style 7 Seat.jpg,OK_EXACT,Stargazer X Style 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer X Style 6 Seat,/cars/Stargazer X Style 6 Seat.jpg,/cars/Stargazer X Style 6 Seat.jpg,OK_EXACT,Stargazer X Style 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer X Prime 7 Seat,/cars/Stargazer X Prime 7 Seat.jpg,/cars/Stargazer X Prime 7 Seat.jpg,OK_EXACT,Stargazer X Prime 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer X Prime 6 Seat,/cars/Stargazer X Prime 6 Seat.jpg,/cars/Stargazer X Prime 6 Seat.jpg,OK_EXACT,Stargazer X Prime 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer X Prime 7 Seat Two Tone,/cars/Stargazer X Prime 7 Seat Two Tone.jpg,/cars/Stargazer X Prime 7 Seat Two Tone.jpg,OK_EXACT,Stargazer X Prime 7 Seat Two Tone.jpg,
HYUNDAI 0 HMID,Stargazer X Prime 6 Seat Two Tone,/cars/Stargazer X Prime 6 Seat Two Tone.jpg,/cars/Stargazer X Prime 6 Seat Two Tone.jpg,OK_EXACT,Stargazer X Prime 6 Seat Two Tone.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz X Style 7 Seat,/cars/Stargazer Cartenz X Style 7 Seat.jpg,/cars/Stargazer Cartenz X Style 7 Seat.jpg,OK_EXACT,Stargazer Cartenz X Style 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz X Style 6 Seat,/cars/Stargazer Cartenz X Style 6 Seat.jpg,/cars/Stargazer Cartenz X Style 6 Seat.jpg,OK_EXACT,Stargazer Cartenz X Style 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz X Prime 7 Seat,/cars/Stargazer Cartenz X Prime 7 Seat.jpg,/cars/Stargazer Cartenz X Prime 7 Seat.jpg,OK_EXACT,Stargazer Cartenz X Prime 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz X Prime 6 Seat,/cars/Stargazer Cartenz X Prime 6 Seat.jpg,/cars/Stargazer Cartenz X Prime 6 Seat.jpg,OK_EXACT,Stargazer Cartenz X Prime 6 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz Prime HSS 7 Seat,/cars/Stargazer Cartenz Prime HSS 7 Seat.jpg,/cars/Stargazer Cartenz Prime HSS 7 Seat.jpg,OK_EXACT,Stargazer Cartenz Prime HSS 7 Seat.jpg,
HYUNDAI 0 HMID,Stargazer Cartenz Prime HSS 6 Seat,/cars/Stargazer Cartenz Prime HSS 6 Seat.jpg,/cars/Stargazer Cartenz Prime HSS 6 Seat.jpg,OK_EXACT,Stargazer Cartenz Prime HSS 6 Seat.jpg,
HYUNDAI 0 HMID,Ioniq5,/cars/Ioniq5.jpg,/cars/Ioniq5.jpg,OK_EXACT,Ioniq5.jpg,
HYUNDAI 0 HMID,Ioniq5 Prime Reguler,/cars/Ioniq5 Prime Reguler.jpg,/cars/Ioniq5 Prime Reguler.jpg,OK_EXACT,Ioniq5 Prime Reguler.jpg,
HYUNDAI 0 HMID,Ioniq5 Prime Extended,/cars/Ioniq5 Prime Extended.jpg,/cars/Ioniq5 Prime Extended.jpg,OK_EXACT,Ioniq5 Prime Extended.jpg,
HYUNDAI 0 HMID,Ioniq5 Signature Reguler,/cars/Ioniq5 Signature Reguler.jpg,/cars/Ioniq5 Signature Reguler.jpg,OK_EXACT,Ioniq5 Signature Reguler.jpg,
HYUNDAI 0 HMID,Ioniq5 Signature Extended,/cars/Ioniq5 Signature Extended.jpg,/cars/Ioniq5 Signature Extended.jpg,OK_EXACT,Ioniq5 Signature Extended.jpg,
HYUNDAI 0 HMID,Ioniq5 Signature N,/cars/Ioniq5 Signature N.jpg,/cars/Ioniq5 Signature N.jpg,OK_EXACT,Ioniq5 Signature N.jpg,
HYUNDAI 0 HMID,Kona EV,/cars/Kona EV.jpg,/cars/Kona EV.jpg,OK_EXACT,Kona EV.jpg,
HYUNDAI 0 HMID,Kona EV Prime Reguler,/cars/Kona EV Prime Reguler.jpg,/cars/Kona EV Prime Reguler.jpg,OK_EXACT,Kona EV Prime Reguler.jpg,
HYUNDAI 0 HMID,Kona EV Prime Extended,/cars/Kona EV Prime Extended.jpg,/cars/Kona EV Prime Extended.jpg,OK_EXACT,Kona EV Prime Extended.jpg,
HYUNDAI 0 HMID,Kona EV Signature Reguler,/cars/Kona EV Signature Reguler.jpg,/cars/Kona EV Signature Reguler.jpg,OK_EXACT,Kona EV Signature Reguler.jpg,
HYUNDAI 0 HMID,Kona EV Signature Reguler Two Tone,/cars/Kona EV Signature Reguler Two Tone.jpg,/cars/Kona EV Signature Reguler Two Tone.jpg,OK_EXACT,Kona EV Signature Reguler Two Tone.jpg,
HYUNDAI 0 HMID,Kona EV Signature Extended,/cars/Kona EV Signature Extended.jpg,/cars/Kona EV Signature Extended.jpg,OK_EXACT,Kona EV Signature Extended.jpg,
HYUNDAI 0 HMID,Kona EV Signature Extended Two Tone,/cars/Kona EV Signature Extended Two Tone.jpg,/cars/Kona EV Signature Extended Two Tone.jpg,OK_EXACT,Kona EV Signature Extended Two Tone.jpg,
HYUNDAI 0 HMID,Kona EV Style,/cars/Kona EV Style.jpg,/cars/Kona EV Style.jpg,OK_EXACT,Kona EV Style.jpg,
HYUNDAI 0 HMID,Kona EV N Line,/cars/Kona EV N Line.jpg,/cars/Kona EV N Line.jpg,OK_EXACT,Kona EV N Line.jpg,
HYUNDAI 0 HMID,Kona EV N Line Two Tone,/cars/Kona EV N Line Two Tone.jpg,/cars/Kona EV N Line Two Tone.jpg,OK_EXACT,Kona EV N Line Two Tone.jpg,
HYUNDAI 0 HMID,Tucson,/cars/Tucson.jpg,/cars/Tucson.jpg,OK_EXACT,Tucson.jpg,
HYUNDAI 0 HMID,Tucson HEV,/cars/Tucson HEV.jpg,/cars/Tucson HEV.jpg,OK_EXACT,Tucson HEV.jpg,
HYUNDAI 0 HMID,Santa Fe G2.5 6AT Prime,/cars/Santa Fe G2.5 6AT Prime.jpg,/cars/Santa Fe G2.5 6AT Prime.jpg,OK_EXACT,Santa Fe G2.5 6AT Prime.jpg,
HYUNDAI 0 HMID,Santa Fe G2.5 6AT Signature,/cars/Santa Fe G2.5 6AT Signature.jpg,/cars/Santa Fe G2.5 6AT Signature.jpg,OK_EXACT,Santa Fe G2.5 6AT Signature.jpg,
HYUNDAI 0 HMID,Santa Fe G2.5 8AT Prime,/cars/Santa Fe G2.5 8AT Prime.jpg,/cars/Santa Fe G2.5 8AT Prime.jpg,OK_EXACT,Santa Fe G2.5 8AT Prime.jpg,
HYUNDAI 0 HMID,Santa Fe G2.5 8AT Calligraphy,/cars/Santa Fe G2.5 8AT Calligraphy.jpg,/cars/Santa Fe G2.5 8AT Calligraphy.jpg,OK_EXACT,Santa Fe G2.5 8AT Calligraphy.jpg,
HYUNDAI 0 HMID,Santa Fe HEV 1.6T 6AT Prime,/cars/Santa Fe HEV 1.6T 6AT Prime.jpg,/cars/Santa Fe HEV 1.6T 6AT Prime.jpg,OK_EXACT,Santa Fe HEV 1.6T 6AT Prime.jpg,
HYUNDAI 0 HMID,Santa Fe HEV 1.6T 6AT Calligraphy,/cars/Santa Fe HEV 1.6T 6AT Calligraphy.jpg,/cars/Santa Fe HEV 1.6T 6AT Calligraphy.jpg,OK_EXACT,Santa Fe HEV 1.6T 6AT Calligraphy.jpg,
HYUNDAI 0 HMID,Palisade 2.2 CRDi,/cars/Palisade 2.2 CRDi.jpg,/cars/Palisade 2.2 CRDi.jpg,OK_EXACT,Palisade 2.2 CRDi.jpg,
HYUNDAI 0 HMID,Palisade 2.2 CRDi Signature,/cars/Palisade 2.2 CRDi Signature.jpg,/cars/Palisade 2.2 CRDi Signature.jpg,OK_EXACT,Palisade 2.2 CRDi Signature.jpg,
HYUNDAI 0 HMID,All New Palisade Hybrid Calligraphy,/cars/All New Palisade Hybrid Calligraphy.jpg,/cars/All New Palisade Hybrid Calligraphy.jpg,OK_EXACT,All New Palisade Hybrid Calligraphy.jpg,
HYUNDAI 0 HMID,All New Palisade Hybrid Signature,/cars/All New Palisade Hybrid Signature.jpg,/cars/All New Palisade Hybrid Signature.jpg,OK_EXACT,All New Palisade Hybrid Signature.jpg,
HYUNDAI 0 HMID,Staria Signature 7,/cars/Staria Signature 7.jpg,/cars/Staria Signature 7.jpg,OK_EXACT,Staria Signature 7.jpg,
HYUNDAI 0 HMID,Staria Signature 9,/cars/Staria Signature 9.jpg,/cars/Staria Signature 9.jpg,OK_EXACT,Staria Signature 9.jpg,
HYUNDAI HMID,Ioniq 6,/cars/Ioniq 6.jpg,/cars/Ioniq 6.jpg,OK_EXACT,Ioniq 6.jpg,
HYUNDAI HMID,Genesis G80 EV,/cars/Genesis G80 EV.jpg,/cars/Genesis G80 EV.jpg,OK_EXACT,Genesis G80 EV.jpg,
HYUNDAI HMID,Genesis G80,/cars/Genesis G80.jpg,/cars/Genesis G80.jpg,OK_EXACT,Genesis G80.jpg,
ISUZU,MU0X RBD1,/cars/MU0X RBD1.jpg,/cars/MU0X RBD1.jpg,OK_EXACT,MU0X RBD1.jpg,
ISUZU,MU0X RBD3,/cars/MU0X RBD3.jpg,/cars/MU0X RBD3.jpg,OK_EXACT,MU0X RBD3.jpg,
ISUZU,MU0X 4X4,/cars/MU0X 4x4.jpg,/cars/MU0X 4x4.jpg,OK_EXACT,MU0X 4x4.jpg,
ISUZU,PHR 54 C AB,/cars/PHR 54 C AB.jpg,/cars/PHR 54 C AB.jpg,OK_EXACT,PHR 54 C AB.jpg,
ISUZU,PHR 54 C AA,/cars/PHR 54 C AA.jpg,/cars/PHR 54 C AA.jpg,OK_EXACT,PHR 54 C AA.jpg,
JAECOO,J7 SHS 4X2 Turbo,/cars/J7 SHS 4X2 Turbo.jpg,/cars/J7 SHS 4X2 Turbo.jpg,OK_EXACT,J7 SHS 4X2 Turbo.jpg,
JAECOO,J8 SHS ARDIS Turbo,/cars/J8 SHS ARDIS Turbo.jpg,/cars/J8 SHS ARDIS Turbo.jpg,OK_EXACT,J8 SHS ARDIS Turbo.jpg,
JAECOO,J7 AWD Turbo,/cars/J7 AWD Turbo.png,/cars/J7 AWD Turbo.png,OK_EXACT,J7 AWD Turbo.png,
JAECOO,J8 ARDIS Turbo,/cars/J8 ARDIS Turbo.jpg,/cars/J8 ARDIS Turbo.jpg,OK_EXACT,J8 ARDIS Turbo.jpg,
JETOUR,Dashing Journey,/cars/Dashing Journey.png,/cars/Dashing Journey.png,OK_EXACT,Dashing Journey.png,
JETOUR,Dashing Inspira,/cars/Dashing Inspira.png,/cars/Dashing Inspira.png,OK_EXACT,Dashing Inspira.png,
JETOUR,X70P Journey,/cars/X70P Journey.png,/cars/X70P Journey.png,OK_EXACT,X70P Journey.png,
JETOUR,X70P Inspira,/cars/X70P Inspira.png,/cars/X70P Inspira.png,OK_EXACT,X70P Inspira.png,
KIA,New Seltos,/cars/New Seltos.jpg,/cars/New Seltos.jpg,OK_EXACT,New Seltos.jpg,
KIA,Sonet Premiere,/cars/Sonet Premiere.jpg,/cars/Sonet Premiere.jpg,OK_EXACT,Sonet Premiere.jpg,
KIA,Carens,/cars/Carens.jpg,/cars/Carens.jpg,OK_EXACT,Carens.jpg,
KIA,Carnival,/cars/Carnival.jpg,/cars/Carnival.jpg,OK_EXACT,Carnival.jpg,
KIA,Carnival HEV,/cars/Carnival HEV.jpg,/cars/Carnival HEV.jpg,OK_EXACT,Carnival HEV.jpg,
KIA,Grand Sedona,/cars/Grand Sedona.jpg,/cars/Grand Sedona.jpg,OK_EXACT,Grand Sedona.jpg,
KIA,EV6,/cars/EV6.jpg,/cars/EV6.jpg,OK_EXACT,EV6.jpg,
